reorder_suggestions	trg_reorder_suggestions_updated_at	UPDATE	BEFORE	EXECUTE FUNCTION tg_reorder_suggestions_updated_at()
roles	update_roles_updated_at	UPDATE	BEFORE	EXECUTE FUNCTION update_updated_at_column()
room_bookings	tr_prevent_booking_overlap	UPDATE	BEFORE	EXECUTE FUNCTION prevent_booking_overlap()
room_bookings	tr_prevent_booking_overlap	INSERT	BEFORE	EXECUTE FUNCTION prevent_booking_overlap()
room_bookings	trg_sync_room_status_on_booking_flag	UPDATE	AFTER	EXECUTE FUNCTION fn_sync_room_status_on_booking_flag()
room_bookings	trg_update_guest_stats_on_checkout	UPDATE	AFTER	EXECUTE FUNCTION update_guest_stats_on_checkout()
room_bookings	trigger_calculate_payment_status	INSERT	BEFORE	EXECUTE FUNCTION calculate_payment_status()
room_bookings	trigger_calculate_payment_status	UPDATE	BEFORE	EXECUTE FUNCTION calculate_payment_status()
room_bookings	update_room_bookings_updated_at	UPDATE	BEFORE	EXECUTE FUNCTION update_updated_at_column()
room_check_issues	trg_rci_outbox_fanout	INSERT	AFTER	EXECUTE FUNCTION trg_room_check_issues_outbox_fanout()
room_check_issues	trg_rci_set_charge_status	INSERT	BEFORE	EXECUTE FUNCTION trg_rci_set_charge_status()
room_check_sessions	on_room_check_session_change	DELETE	AFTER	EXECUTE FUNCTION update_staff_status_from_room_check()
room_check_sessions	on_room_check_session_change	INSERT	AFTER	EXECUTE FUNCTION update_staff_status_from_room_check()
room_checks	prevent_duplicate_room_checks	INSERT	BEFORE	EXECUTE FUNCTION check_duplicate_room_check()
room_checks	trg_audit_room_checks	INSERT	AFTER	EXECUTE FUNCTION fn_write_audit_log()
room_checks	trg_audit_room_checks	DELETE	AFTER	EXECUTE FUNCTION fn_write_audit_log()
room_checks	trg_audit_room_checks	UPDATE	AFTER	EXECUTE FUNCTION fn_write_audit_log()
room_checks	trg_enforce_read_only	UPDATE	BEFORE	EXECUTE FUNCTION enforce_read_only_mutation()
room_checks	trg_enforce_read_only	DELETE	BEFORE	EXECUTE FUNCTION enforce_read_only_mutation()
room_checks	trg_enforce_read_only	INSERT	BEFORE	EXECUTE FUNCTION enforce_read_only_mutation()
room_checks	trg_enforce_room_check_photos	INSERT	BEFORE	EXECUTE FUNCTION enforce_room_check_photos()
